Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,New_price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Age,Cost_Efficiency
950,Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,First,23.4,1248.0,74.0,5.0,4.78 Lakh,4.8,4.78,False,False,True,11,0.20512820512820512
951,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,First,25.32,1198.0,77.0,6.0,4.78 Lakh,5.83,4.78,False,False,True,8,0.23025276461295419
952,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,First,13.68,2393.0,147.8,7.0,26.45 Lakh,18.39,26.45,False,False,True,7,1.344298245614035
953,Maruti Baleno Delta 1.2,Pune,2016,14930,First,21.4,1197.0,83.1,5.0,4.78 Lakh,5.85,4.78,False,True,True,9,0.2733644859813084
954,Honda Jazz VX Diesel,Mumbai,2016,38000,First,27.3,1498.0,98.6,5.0,11.15 Lakh,6.21,11.15,False,False,True,9,0.22747252747252747
955,Hyundai i20 1.2 Asta,Delhi,2013,71000,First,17.0,1197.0,80.0,5.0,4.78 Lakh,3.65,4.78,False,True,True,12,0.21470588235294116
956,Hyundai i20 Sportz Diesel,Delhi,2012,71000,First,23.0,1396.0,90.0,5.0,4.78 Lakh,3.7,4.78,False,False,True,13,0.16086956521739132
957,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,2015,50000,First,19.27,2143.0,167.62,5.0,4.78 Lakh,30.0,4.78,False,False,False,10,1.5568240788790868
958,Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,First,19.1,1197.0,82.0,5.0,4.78 Lakh,4.85,4.78,False,True,True,9,0.2539267015706806
959,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,First,18.9,1197.0,82.0,5.0,4.78 Lakh,6.93,4.78,False,True,False,8,0.3666666666666667
960,Maruti Alto 800 VXI,Kolkata,2016,26000,First,22.74,796.0,47.3,5.0,4.78 Lakh,2.6,4.78,False,True,True,9,0.11433597185576079
961,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,First,18.2,1199.0,82.5,5.0,4.78 Lakh,1.89,4.78,False,True,True,11,0.10384615384615384
962,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,First,0.0,1950.0,194.0,5.0,52.26 Lakh,39.5,52.26,False,False,False,7,
963,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,First,13.7,1798.0,157.75,5.0,4.78 Lakh,10.0,4.78,False,True,False,13,0.7299270072992701
964,Audi A4 2.0 TDI,Kolkata,2009,34000,First,16.55,1968.0,147.51,5.0,4.78 Lakh,9.95,4.78,False,False,False,16,0.6012084592145014
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Second,12.8,2494.0,102.0,8.0,4.78 Lakh,9.45,4.78,False,False,True,11,0.7382812499999999
966,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,First,17.9,2143.0,136.0,5.0,4.78 Lakh,28.25,4.78,False,False,False,8,1.5782122905027933
967,Hyundai i10 Era,Jaipur,2008,84000,Second,19.81,1086.0,68.05,5.0,4.78 Lakh,1.8,4.78,False,True,True,17,0.09086320040383646
968,Maruti Swift Dzire VXi,Kolkata,2008,47000,Second,17.5,1298.0,85.8,5.0,4.78 Lakh,1.4,4.78,False,True,True,17,0.08
969,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,First,21.66,1498.0,103.52,5.0,4.78 Lakh,7.25,4.78,False,False,False,10,0.3347183748845799
970,Maruti Ritz VDi,Hyderabad,2012,96000,First,21.1,1248.0,73.9,5.0,4.78 Lakh,3.6,4.78,False,False,True,13,0.17061611374407581
971,Hyundai Accent GLS 1.6,Jaipur,2004,47300,Second,14.4,1599.0,94.0,5.0,4.78 Lakh,1.2,4.78,False,True,True,21,0.08333333333333333
972,Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Second,17.8,1198.0,86.7,5.0,4.78 Lakh,4.94,4.78,False,True,True,11,0.27752808988764044
973,Maruti Wagon R LXI,Delhi,2007,65000,Second,18.9,998.0,67.1,5.0,4.78 Lakh,1.25,4.78,False,True,True,18,0.06613756613756615
974,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Second,22.07,1199.0,73.9,5.0,4.78 Lakh,4.8,4.78,False,False,True,12,0.21748980516538285
975,Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,First,12.62,2198.0,158.0,7.0,4.78 Lakh,31.15,4.78,False,False,False,6,2.4683042789223455
976,Hyundai i20 1.2 Sportz,Pune,2011,41980,Second,17.0,1197.0,80.0,5.0,4.78 Lakh,3.3,4.78,False,True,True,14,0.1941176470588235
977,Chevrolet Beat Diesel PS,Bangalore,2012,65000,First,25.44,936.0,57.6,5.0,4.78 Lakh,2.4,4.78,False,False,True,13,0.09433962264150943
978,Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,First,14.8,1799.0,130.2,5.0,4.78 Lakh,2.0,4.78,False,True,True,15,0.13513513513513511
979,Maruti Wagon R VXI BS IV,Pune,2014,51000,First,20.51,998.0,67.04,5.0,4.78 Lakh,3.1,4.78,False,True,True,11,0.15114578254509994
980,Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,First,15.0,1598.0,103.6,5.0,4.78 Lakh,5.09,4.78,False,True,True,11,0.3393333333333333
981,Maruti Baleno Vxi - BSIII,Pune,2006,146000,Second,15.4,1590.0,94.0,5.0,4.78 Lakh,1.05,4.78,False,True,True,19,0.06818181818181818
982,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Second,22.77,1498.0,98.59,5.0,4.78 Lakh,7.0,4.78,False,False,True,10,0.30742204655248134
983,Hyundai Accent GLE,Ahmedabad,2010,58000,Second,13.2,1495.0,94.0,5.0,4.78 Lakh,2.5,4.78,False,True,True,15,0.1893939393939394
984,BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,First,22.48,1995.0,190.0,5.0,70.43 Lakh,17.5,70.43,False,False,False,13,0.7784697508896797
985,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,First,20.92,998.0,67.1,5.0,4.78 Lakh,2.1,4.78,False,True,True,14,0.10038240917782026
986,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,First,15.73,1968.0,174.33,5.0,4.78 Lakh,17.75,4.78,False,False,False,12,1.1284170375079465
988,Toyota Corolla H4,Bangalore,2005,67000,Second,11.3,1794.0,125.0,5.0,4.78 Lakh,2.45,4.78,False,True,False,20,0.2168141592920354
989,Volvo XC60 D5,Pune,2011,106976,First,13.5,2400.0,215.0,5.0,4.78 Lakh,13.8,4.78,False,False,False,14,1.0222222222222224
990,Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,First,27.3,1498.0,98.6,5.0,4.78 Lakh,5.85,4.78,False,False,True,9,0.21428571428571427
991,Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,First,28.09,1248.0,88.5,5.0,4.78 Lakh,8.9,4.78,False,False,True,8,0.31683873264506945
992,Maruti Swift VXI BSIV,Mumbai,2016,9107,First,20.4,1197.0,81.8,5.0,4.78 Lakh,5.15,4.78,False,True,True,9,0.2524509803921569
993,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,First,19.27,2143.0,170.0,5.0,4.78 Lakh,16.56,4.78,False,False,False,10,0.8593668915412558
994,Maruti Wagon R VXI Minor,Chennai,2010,134000,Second,18.9,1061.0,67.0,5.0,4.78 Lakh,1.65,4.78,False,True,True,15,0.0873015873015873
995,Mercedes-Benz A Class A180 Sport,Pune,2015,11000,First,15.5,1595.0,120.7,5.0,4.78 Lakh,16.0,4.78,False,True,False,10,1.032258064516129
996,Hyundai Santro Xing GL,Pune,2008,93000,First,0.0,1086.0,62.0,5.0,4.78 Lakh,1.45,4.78,False,True,True,17,
997,Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,First,26.59,1248.0,74.0,5.0,4.78 Lakh,8.08,4.78,False,False,False,8,0.3038736367055284
998,Hyundai Grand i10 AT Asta,Pune,2014,37632,First,18.9,1197.0,82.0,5.0,4.78 Lakh,4.5,4.78,False,True,False,11,0.2380952380952381
999,Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Second,16.95,1498.0,97.7,5.0,4.78 Lakh,4.3,4.78,False,True,True,12,0.2536873156342183
1000,Maruti A-Star Lxi,Hyderabad,2010,81448,First,19.0,998.0,66.1,5.0,4.78 Lakh,2.6,4.78,False,True,True,15,0.1368421052631579
1001,Renault KWID RXT Optional,Hyderabad,2018,1900,First,25.17,799.0,53.3,5.0,4.8 Lakh,4.45,4.8,False,True,True,7,0.17679777512912195
1002,Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,First,17.1,1591.0,121.4,5.0,4.78 Lakh,5.37,4.78,False,True,False,13,0.3140350877192982
1003,Maruti Wagon R LXI Minor,Chennai,2008,55000,Second,18.9,1061.0,67.0,5.0,4.78 Lakh,1.75,4.78,False,True,True,17,0.0925925925925926
1004,BMW 3 Series 320d Sport Line,Kolkata,2013,21983,First,18.88,1995.0,184.0,5.0,4.78 Lakh,16.5,4.78,False,False,False,12,0.8739406779661018
1005,BMW 5 Series 2003-2012 520d,Delhi,2013,76000,First,18.48,1995.0,177.0,5.0,4.78 Lakh,19.0,4.78,False,False,False,12,1.028138528138528
1006,Tata Indigo CS eVX,Jaipur,2016,65000,First,25.0,1396.0,69.01,5.0,4.78 Lakh,2.8,4.78,False,False,True,9,0.11199999999999999
1007,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,First,22.54,1396.0,88.73,5.0,4.78 Lakh,6.2,4.78,False,False,True,10,0.27506654835847383
1008,Maruti Omni E MPI STD BS IV,Kochi,2019,11571,First,16.8,796.0,34.2,8.0,4.78 Lakh,3.8,4.78,False,True,True,6,0.22619047619047616
1009,Maruti Swift ZDi,Hyderabad,2014,81000,First,25.2,1248.0,74.0,5.0,4.78 Lakh,6.1,4.78,False,False,True,11,0.24206349206349206
1010,Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,First,23.0,1498.0,98.96,5.0,12.12 Lakh,11.65,12.12,False,False,True,6,0.5065217391304347
1011,Honda Brio VX AT,Mumbai,2014,26856,First,16.5,1198.0,86.8,5.0,4.78 Lakh,4.15,4.78,False,True,False,11,0.2515151515151515
1012,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,First,13.68,2393.0,147.8,7.0,19.37 Lakh,16.5,19.37,False,False,True,8,1.206140350877193
1013,Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Second,10.5,2179.0,120.0,8.0,4.78 Lakh,4.3,4.78,False,False,True,17,0.4095238095238095
1014,Hyundai i20 1.2 Magna,Kolkata,2010,18000,First,18.5,1197.0,80.0,5.0,4.78 Lakh,2.25,4.78,False,True,True,15,0.12162162162162163
1015,Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,First,22.32,1582.0,126.32,5.0,4.78 Lakh,6.75,4.78,False,False,True,11,0.3024193548387097
1016,Mahindra XUV500 W6 2WD,Chennai,2014,80000,First,15.1,2179.0,140.0,7.0,4.78 Lakh,9.4,4.78,False,False,True,11,0.6225165562913908
1017,Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,First,20.64,1498.0,108.5,5.0,12.14 Lakh,5.39,12.14,False,False,True,11,0.26114341085271314
1018,Maruti Swift Dzire VDI Optional,Kochi,2019,18592,First,26.59,1248.0,74.0,5.0,4.78 Lakh,8.51,4.78,False,False,True,6,0.32004512974802557
1019,Tata Manza Aura Safire BS IV,Pune,2010,75695,First,13.7,1368.0,88.8,5.0,4.78 Lakh,1.85,4.78,False,True,True,15,0.13503649635036497
1020,Maruti Swift VDI,Kolkata,2012,82000,Second,22.9,1248.0,74.0,5.0,4.78 Lakh,2.5,4.78,False,False,True,13,0.1091703056768559
1021,Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,First,22.07,1199.0,73.9,5.0,4.78 Lakh,4.75,4.78,False,False,True,12,0.2152242863615768
1022,Honda City 1.5 V MT,Pune,2009,138000,Second,17.0,1497.0,118.0,5.0,4.78 Lakh,3.5,4.78,False,True,True,16,0.20588235294117646
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,First,23.0,1396.0,90.0,5.0,4.78 Lakh,5.5,4.78,False,False,True,11,0.2391304347826087
1024,Honda City 1.5 V MT,Coimbatore,2012,42750,First,17.0,1497.0,118.0,5.0,4.78 Lakh,6.33,4.78,False,True,True,13,0.3723529411764706
1025,Chevrolet Beat Diesel,Kochi,2014,52398,First,25.44,936.0,57.6,5.0,4.78 Lakh,2.47,4.78,False,False,True,11,0.09709119496855347
1026,Chevrolet Spark 1.0 LS,Kochi,2014,36657,First,16.2,995.0,62.1,5.0,4.78 Lakh,3.3,4.78,False,True,True,11,0.2037037037037037
1027,Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Second,11.57,2179.0,138.1,7.0,4.78 Lakh,3.5,4.78,False,False,True,14,0.3025064822817632
1028,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000,First,11.3,2987.0,254.8,7.0,4.78 Lakh,38.75,4.78,False,False,False,11,3.4292035398230087
1029,BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,First,11.5,2993.0,235.0,5.0,4.78 Lakh,7.99,4.78,False,False,False,17,0.6947826086956522
1030,Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,First,14.24,2755.0,174.5,7.0,36.69 Lakh,13.28,36.69,False,False,True,12,0.9325842696629213
1031,BMW X1 sDrive 18i,Pune,2012,80000,First,11.25,1995.0,150.0,5.0,4.78 Lakh,9.5,4.78,False,True,False,13,0.8444444444444444
1032,Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,First,20.37,1461.0,108.45,5.0,4.78 Lakh,14.01,4.78,False,False,True,6,0.6877761413843888
1033,Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,First,24.4,1120.0,71.0,5.0,4.78 Lakh,6.99,4.78,False,False,True,9,0.2864754098360656
1034,BMW 3 Series 320d,Hyderabad,2010,105000,Second,13.2,1995.0,170.0,5.0,4.78 Lakh,11.0,4.78,False,False,False,15,0.8333333333333334
1035,BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Second,10.8,2497.0,215.0,5.0,4.78 Lakh,11.0,4.78,False,True,False,17,1.0185185185185184
1036,Nissan Micra XE,Pune,2010,85046,Second,18.06,1198.0,75.0,5.0,4.78 Lakh,2.3,4.78,False,True,True,15,0.1273532668881506
1037,Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,First,16.36,2179.0,187.7,5.0,4.78 Lakh,26.5,4.78,False,False,False,11,1.6198044009779953
1038,Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,First,10.2,4367.0,308.0,7.0,4.78 Lakh,67.0,4.78,False,False,False,14,6.568627450980393
1039,Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,First,16.0,1368.0,160.0,5.0,23.68 Lakh,17.75,23.68,False,True,False,8,1.109375
1040,Honda CR-V 2.4 AT,Delhi,2010,94000,Second,10.1,2354.0,152.0,5.0,4.78 Lakh,4.8,4.78,False,True,False,15,0.4752475247524752
1041,Maruti Swift VXI,Coimbatore,2013,61110,First,18.6,1197.0,85.8,5.0,4.78 Lakh,4.57,4.78,False,True,True,12,0.2456989247311828
1042,Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,First,24.4,1120.0,71.0,5.0,4.78 Lakh,3.5,4.78,False,False,True,9,0.1434426229508197
1043,Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,First,19.01,1461.0,108.5,5.0,4.78 Lakh,7.61,4.78,False,False,True,10,0.40031562335612836
1044,Audi A4 35 TDI Technology,Hyderabad,2015,45000,First,18.25,1968.0,187.74,5.0,55.61 Lakh,25.0,55.61,False,False,False,10,1.36986301369863
1045,Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,First,18.9,1197.0,82.0,5.0,4.78 Lakh,5.88,4.78,False,True,True,9,0.3111111111111111
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,First,12.99,2494.0,100.6,8.0,4.78 Lakh,13.5,4.78,False,False,True,10,1.0392609699769053
1047,Hyundai i20 1.2 Magna,Kolkata,2015,35000,First,18.5,1197.0,80.0,5.0,4.78 Lakh,4.6,4.78,False,True,True,10,0.24864864864864863
1048,Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,First,22.77,1498.0,98.59,5.0,4.78 Lakh,4.9,4.78,False,False,True,12,0.21519543258673696
1049,Honda City 1.5 S MT,Hyderabad,2012,67635,First,17.0,1497.0,118.0,5.0,4.78 Lakh,5.25,4.78,False,True,True,13,0.3088235294117647
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,First,14.8,1497.0,121.36,5.0,14.1 Lakh,12.41,14.1,False,True,False,7,0.8385135135135134
1051,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,First,22.07,1199.0,73.9,5.0,4.78 Lakh,3.8,4.78,False,False,True,11,0.17217942908926143
1052,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,First,19.27,2143.0,170.0,5.0,4.78 Lakh,8.95,4.78,False,False,False,15,0.46445251686559413
1053,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,First,22.7,1498.0,89.84,5.0,4.78 Lakh,7.2,4.78,False,False,True,12,0.31718061674008813
1054,Tata Indigo GLE,Hyderabad,2017,23228,First,14.4,1396.0,65.0,5.0,4.78 Lakh,4.5,4.78,False,True,True,8,0.3125
1055,Maruti Swift Dzire LDI,Delhi,2014,68462,First,26.59,1248.0,74.0,5.0,4.78 Lakh,4.15,4.78,False,False,True,11,0.1560737119217751
1056,Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,First,25.1,1248.0,88.5,5.0,13.26 Lakh,7.94,13.26,False,False,True,9,0.31633466135458166
1057,Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000,First,19.01,1461.0,108.45,5.0,4.78 Lakh,7.25,4.78,False,False,True,11,0.38137822198842714
1058,Maruti Wagon R VXI,Delhi,2016,22000,First,18.9,998.0,67.1,5.0,4.78 Lakh,3.7,4.78,False,True,True,9,0.19576719576719578
1059,Hyundai Santro Xing GL,Hyderabad,2010,58163,First,0.0,1086.0,62.0,5.0,4.78 Lakh,2.45,4.78,False,True,True,15,
1060,Chevrolet Beat Diesel LT,Chennai,2011,109500,Third,25.44,936.0,57.6,5.0,4.78 Lakh,1.5,4.78,False,False,True,14,0.05896226415094339
1061,Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,First,16.0,1997.0,140.0,7.0,4.78 Lakh,12.0,4.78,False,False,True,8,0.75
1062,Hyundai i10 Era 1.1,Delhi,2012,51000,Second,19.81,1086.0,68.05,5.0,4.78 Lakh,2.2,4.78,False,True,True,13,0.11105502271580012
1063,Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,First,13.93,2179.0,138.0,7.0,4.78 Lakh,3.6,4.78,False,False,True,18,0.25843503230437903
1064,Hyundai i10 Sportz,Kolkata,2009,43002,First,20.36,1197.0,78.9,5.0,4.78 Lakh,1.92,4.78,False,True,True,16,0.09430255402750491
1065,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,First,11.36,2755.0,171.5,7.0,28.05 Lakh,20.5,28.05,False,False,False,9,1.8045774647887325
1066,Skoda Laura Elegance MT,Jaipur,2010,82407,First,17.5,1896.0,106.0,5.0,4.78 Lakh,4.25,4.78,False,False,True,15,0.24285714285714285
1067,Hyundai Grand i10 Sportz,Kolkata,2013,29000,First,18.9,1197.0,82.0,5.0,4.78 Lakh,3.2,4.78,False,True,True,12,0.16931216931216933
1069,Maruti Swift Dzire VDI,Kolkata,2014,45000,First,23.4,1248.0,74.0,5.0,4.78 Lakh,3.85,4.78,False,False,True,11,0.16452991452991456
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,First,23.0,1396.0,90.0,5.0,4.78 Lakh,3.48,4.78,False,False,True,15,0.15130434782608695
1071,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Second,25.83,1498.0,99.0,5.0,4.78 Lakh,4.55,4.78,False,False,True,8,0.1761517615176152
1072,Maruti Ertiga VDI,Pune,2016,130000,First,25.47,1248.0,88.5,7.0,11.27 Lakh,7.0,11.27,False,False,True,9,0.27483313702394974
1073,Maruti Ertiga ZDI,Ahmedabad,2013,67443,First,20.77,1248.0,88.8,7.0,4.78 Lakh,5.75,4.78,False,False,True,12,0.27684159845931633
1074,Honda City 1.5 V AT Sunroof,Kochi,2016,47681,First,16.8,1497.0,116.3,5.0,4.78 Lakh,8.73,4.78,False,True,False,9,0.5196428571428572
1075,Maruti Alto LXi BSIII,Hyderabad,2009,35000,First,19.7,796.0,46.3,5.0,4.78 Lakh,1.7,4.78,False,True,True,16,0.08629441624365482
1076,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,First,10.91,3198.0,197.0,7.0,4.78 Lakh,29.5,4.78,False,False,False,9,2.703941338221815
1077,Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,First,24.3,1248.0,88.5,5.0,11.2 Lakh,10.49,11.2,False,False,True,6,0.4316872427983539
1078,Porsche Boxster S tiptronic,Kolkata,2015,10512,First,8.6,2706.0,265.0,2.0,4.78 Lakh,64.0,4.78,False,True,False,10,7.441860465116279
1079,Maruti Swift ZDi,Pune,2016,58000,First,22.9,1248.0,74.0,5.0,4.78 Lakh,7.55,4.78,False,False,True,9,0.3296943231441048
1080,Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,First,17.57,1193.0,88.7,5.0,8.56 Lakh,3.95,8.56,False,True,True,11,0.22481502561183836
1081,Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Fourth & Above,17.0,1197.0,80.0,5.0,4.78 Lakh,3.25,4.78,False,True,True,15,0.19117647058823528
1082,Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,First,19.4,1422.0,70.0,5.0,4.78 Lakh,2.75,4.78,False,False,True,16,0.14175257731958765
1083,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,First,21.43,1364.0,87.2,5.0,4.78 Lakh,7.35,4.78,False,False,True,10,0.34297713485767617
1084,Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,First,17.0,1198.0,73.75,5.0,4.78 Lakh,4.7,4.78,False,True,True,8,0.27647058823529413
1085,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Second,15.29,1591.0,121.3,5.0,4.78 Lakh,8.77,4.78,False,True,True,9,0.5735775016350556
1086,Hyundai i10 Magna 1.2,Kochi,2013,46821,First,20.36,1197.0,78.9,5.0,4.78 Lakh,3.42,4.78,False,True,True,12,0.16797642436149313
1087,Chevrolet Beat LS,Kolkata,2015,120000,First,18.6,1199.0,76.8,5.0,4.78 Lakh,2.5,4.78,False,True,True,10,0.13440860215053763
1088,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,First,14.74,2993.0,270.9,5.0,4.78 Lakh,20.0,4.78,False,False,False,13,1.3568521031207599
1089,Nissan Terrano XL,Mumbai,2014,40000,First,13.24,1598.0,102.5,5.0,4.78 Lakh,5.25,4.78,False,True,True,11,0.39652567975830816
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Second,15.73,1968.0,174.33,5.0,4.78 Lakh,14.5,4.78,False,False,False,12,0.9218054672600127
1091,Hyundai i10 Asta AT,Mumbai,2011,64984,First,16.95,1197.0,78.9,5.0,4.78 Lakh,3.45,4.78,False,True,False,14,0.20353982300884957
1092,Maruti Alto K10 VXI AGS,Pune,2015,73204,First,24.07,998.0,67.1,5.0,4.78 Lakh,3.3,4.78,False,True,False,10,0.13710012463647694
1093,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,First,11.33,4134.0,335.2,7.0,4.78 Lakh,51.0,4.78,False,False,False,11,4.501323918799647
1094,Maruti Vitara Brezza VDi,Kolkata,2017,35000,First,24.3,1248.0,88.5,5.0,9.46 Lakh,6.5,9.46,False,False,True,8,0.2674897119341564
1095,Hyundai EON D Lite Plus,Hyderabad,2013,17729,First,21.1,814.0,55.2,5.0,4.78 Lakh,3.65,4.78,False,True,True,12,0.1729857819905213
1096,Mahindra XUV300 W8 Diesel,Chennai,2012,97000,First,20.0,1497.0,115.0,5.0,12.79 Lakh,7.25,12.79,False,False,True,13,0.3625
1097,Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,First,22.0,1582.0,126.2,5.0,15.57 Lakh,6.01,15.57,False,False,True,11,0.2731818181818182
1098,Maruti Wagon R VXI,Kolkata,2015,14000,First,18.9,998.0,67.1,5.0,4.78 Lakh,2.8,4.78,False,True,True,10,0.14814814814814814
1099,Hyundai i20 Sportz Option,Chennai,2012,50000,First,17.0,1197.0,80.0,5.0,4.78 Lakh,4.0,4.78,False,True,True,13,0.23529411764705882
1100,Honda City i VTEC V,Delhi,2014,62505,First,17.4,1497.0,117.3,5.0,4.78 Lakh,5.95,4.78,False,True,True,11,0.3419540229885058
1101,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Second,12.8,2494.0,102.0,7.0,4.78 Lakh,9.2,4.78,False,False,True,14,0.7187499999999999
1102,Hyundai Verna CRDi SX,Pune,2012,94900,First,16.8,1493.0,110.0,5.0,4.78 Lakh,5.35,4.78,False,False,True,13,0.31845238095238093
1103,Tata Hexa XT,Delhi,2017,55000,First,17.6,2179.0,153.86,7.0,19.86 Lakh,12.0,19.86,False,False,True,8,0.6818181818181818
1104,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Second,12.07,2967.0,241.4,7.0,4.78 Lakh,38.94,4.78,False,False,False,10,3.2261806130903063
1105,Maruti Wagon R VXI,Coimbatore,2008,53934,Second,18.9,998.0,67.1,5.0,4.78 Lakh,2.69,4.78,False,True,True,17,0.14232804232804233
1106,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Second,17.09,1995.0,218.0,5.0,4.78 Lakh,27.5,4.78,False,False,False,12,1.6091281451141017
1107,Honda Amaze EX i-Vtech,Kolkata,2014,48000,First,18.0,1198.0,86.7,5.0,4.78 Lakh,2.75,4.78,False,True,True,11,0.1527777777777778
1108,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,First,24.7,796.0,47.3,5.0,4.78 Lakh,2.8,4.78,False,True,True,9,0.11336032388663968
1109,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,First,17.01,1591.0,121.3,5.0,4.78 Lakh,6.45,4.78,False,True,True,9,0.37918871252204583
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,First,23.84,1199.0,84.0,5.0,6.59 Lakh,5.88,6.59,False,True,True,7,0.24664429530201343
1111,Maruti Swift LXI,Pune,2013,32953,First,18.6,1197.0,85.8,5.0,4.78 Lakh,4.65,4.78,False,True,True,12,0.25
1112,Hyundai EON Era,Jaipur,2014,18000,First,21.1,814.0,55.2,5.0,4.78 Lakh,2.5,4.78,False,True,True,11,0.11848341232227487
1113,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,First,12.6,1950.0,191.34,5.0,86.97 Lakh,51.35,86.97,False,True,False,7,4.075396825396826
